client_number,customer_name,card_category,annual_fees,activation,customer_execuation_cast,week_start,week_number,quater,current_year,credit_limit,total_revolving_balance,total_transection_amount,total_transection_count,average_utilization_ratio,use_chip,expendeture_type,interest_earn,deliquent_account
C100959,Maryam Yousaf,Blue,20,1,30.66,2024-06-03,23,2,2024,3330,1952.74,767.74,9,0.5864,chip,Shopping,383.21,1
C100960,Mumtaz Zafar,Blue,20,1,27.93,2024-07-29,31,3,2024,3047,2259.56,186.83,7,0.7416,swipe,Bills,338.23,0
C100961,Ibrahim Khan,Gold,150,1,206.67,2024-06-10,24,2,2024,16966,9611.93,7325.48,31,0.5665,online,Fuel,1562.12,0
C100962,Kiran Anjum,Gold,150,1,71.32,2024-12-09,50,4,2024,16235,6268.74,13201.9,40,0.3861,chip,Shopping,970.48,0
C100963,Hamza Butt,Gold,150,1,128.58,2024-08-05,32,3,2024,13914,4053.8,8736.47,28,0.2913,chip,Education,1004.01,0
C100964,Aisha Pervez,Platinum,300,1,326.62,2024-05-13,20,2,2024,27425,11568.88,27047.42,57,0.4218,chip,Entertainment,2421.84,0
C100965,Rehan Naeem,Blue,20,1,29.49,2024-02-12,7,1,2024,3387,182.02,553.34,6,0.0537,swipe,Fuel,49.13,0
C100966,Hamza Javed,Blue,20,1,43.34,2024-08-26,35,3,2024,3405,1102.28,289.31,4,0.3237,online,Utilities,328.29,0
C100967,Aisha Mir,Gold,150,1,12.83,2024-05-27,22,2,2024,17580,6564.06,11519.27,35,0.3734,online,Bills,1894.24,0
C100968,Sara Aslam,Blue,20,1,8.77,2024-12-09,50,4,2024,3060,681.76,467.39,7,0.2228,swipe,Travel,195.36,0
C100969,Noman Riaz,Blue,20,1,28.84,2024-12-02,49,4,2024,3171,721.93,274.34,5,0.2277,swipe,Education,120.92,0
C100970,Mumtaz Naeem,Gold,150,1,94.83,2024-08-05,32,3,2024,11594,4497.68,5628.38,18,0.3879,swipe,Food,1110.1,0
C100971,Asad Farooq,Blue,20,1,24.01,2024-12-16,51,4,2024,4496,3151.39,590.78,5,0.7009,online,Healthcare,483.6,1
C100972,Aisha Mir,Blue,20,1,13.99,2024-05-20,21,2,2024,2918,288.23,161.31,4,0.0988,swipe,Travel,46.19,0
C100973,Tariq Qureshi,Silver,50,1,46.05,2024-04-08,15,2,2024,7079,1666.99,1559.33,20,0.2355,chip,Utilities,496.79,0
C100974,Maryam Farooq,Silver,50,0,6.49,2024-07-29,31,3,2024,5915,1933.57,921.85,10,0.3269,swipe,Food,354.75,1
C100975,Ibrahim Malik,Blue,20,1,26.85,2024-05-20,21,2,2024,2424,934.04,464.73,9,0.3853,swipe,Bills,208.95,1
C100976,Ahmed Hashmi,Silver,50,1,68.27,2024-02-12,7,1,2024,7689,1402.06,2275.27,13,0.1823,online,Fuel,379.01,0
C100977,Aisha Saleem,Platinum,300,1,391.61,2024-12-09,50,4,2024,20845,7891.13,21727.67,38,0.3786,swipe,Grocery,1170.48,0
C100978,Hussain Qureshi,Blue,20,1,23.81,2024-02-26,9,1,2024,2937,534.89,168.74,3,0.1821,swipe,Fuel,127.13,0
C100979,Noman Javed,Silver,50,1,23.34,2024-10-28,44,4,2024,7821,3944.04,2925.43,17,0.5043,chip,Shopping,1037.68,0
C100980,Rida Hashmi,Silver,50,1,51.95,2024-04-29,18,2,2024,5707,334.93,2163.99,17,0.0587,online,Utilities,54.69,0
C100981,Omar Rashid,Platinum,300,1,352.46,2024-05-06,19,2,2024,26722,10390.01,46684.24,51,0.3888,swipe,Food,2072.31,0
C100982,Asad Khalil,Platinum,300,1,233.93,2024-07-29,31,3,2024,28577,2094.88,39711.44,63,0.0733,online,Utilities,322.34,0
C100983,Sara Nawaz,Silver,50,1,70.21,2024-06-03,23,2,2024,6541,1114.24,1591.0,13,0.1703,chip,Fuel,304.89,1
C100984,Fatima Khalil,Platinum,300,1,141.97,2024-05-06,19,2,2024,25527,3264.8,30371.96,60,0.1279,swipe,Healthcare,848.1,0
C100985,Asad Saleem,Gold,150,1,121.28,2024-04-29,18,2,2024,13453,4522.63,7801.8,26,0.3362,online,Healthcare,800.43,1
C100986,Rehan Ullah,Platinum,300,1,213.0,2024-02-12,7,1,2024,21925,4329.88,20497.02,44,0.1975,chip,Entertainment,883.2,0
C100987,Noor Ullah,Silver,50,1,40.81,2024-11-25,48,4,2024,8616,3793.82,4021.73,17,0.4403,online,Food,729.69,1
C100988,Hassan Pervez,Gold,150,1,39.69,2024-07-29,31,3,2024,17883,9686.69,4793.24,29,0.5417,online,Healthcare,1833.11,0
C100989,Zain Pervez,Blue,20,1,24.0,2024-01-29,5,1,2024,3279,2013.49,376.41,6,0.6141,online,Healthcare,599.23,0
C100990,Zubair Hashmi,Blue,20,1,34.5,2024-01-22,4,1,2024,3209,1307.47,435.42,9,0.4074,swipe,Travel,257.3,0
C100991,Hussain Khan,Silver,50,1,53.61,2024-06-03,23,2,2024,5779,1445.0,2261.26,15,0.25,swipe,Grocery,379.85,1
C100992,Hafsa Shah,Gold,150,1,144.5,2024-11-25,48,4,2024,16209,4113.72,11155.67,35,0.2538,chip,Fuel,1158.57,0
C100993,Zara Farooq,Silver,50,1,22.11,2024-05-13,20,2,2024,5997,2546.3,1855.21,15,0.4246,chip,Fuel,492.05,0
C100994,Yahya Rashid,Blue,20,1,14.66,2024-07-15,29,3,2024,3713,858.21,651.41,7,0.2311,online,Fuel,204.99,0
C100995,Ateeq Ullah,Silver,50,1,72.21,2024-04-22,17,2,2024,6037,2896.08,2565.74,17,0.4797,chip,Education,625.92,1
C100996,Noor Hussain,Silver,50,1,68.48,2024-05-13,20,2,2024,7734,842.07,2720.8,18,0.1089,chip,Grocery,192.4,0
C100997,Noor Yousaf,Blue,20,1,49.26,2024-08-05,32,3,2024,2052,512.39,173.85,4,0.2497,online,Education,80.77,1
C100998,Sana Rashid,Platinum,300,1,296.85,2024-05-13,20,2,2024,26238,4424.49,26595.12,49,0.1686,online,Education,755.88,0
C100999,Leen Riaz,Blue,20,1,25.19,2024-05-20,21,2,2024,2402,619.32,363.38,4,0.2578,swipe,Utilities,113.35,0
C101000,Sara Naeem,Blue,20,1,22.64,2024-05-13,20,2,2024,2899,520.64,167.97,4,0.1796,chip,Fuel,149.15,0
